,index,Make,Model,Year,Mileage,Fuel Type,Engine Size (Litres),Current Country of Reg.,Imported,Total Owners,Price
8008,8425,Volkswagen,Passat,2013,"143,999 km",Petrol,1.4,Ireland,No,1.0,"€11,950"
8009,8426,SEAT,Ibiza,2017,"59,000 km",Petrol,1.0,Ireland,No,3.0,"€11,100"
8010,8427,Volkswagen,Golf,2013,"99,000 mi",Petrol,1.2,Ireland,UK,1.0,"€10,450"
8011,8428,Toyota,Corolla,2018,"49,000 mi",Petrol,1.4,Ireland,Unknown,1.0,"€17,950"
8012,8430,Volkswagen,Scirocco,2012,"75,000 mi",Petrol,1.4,Ireland,UK,1.0,"€10,995"
8013,8431,Audi,A6,2015,"181,750 km",Diesel,2.0,Ireland,No,2.0,"€17,350"
8014,8434,Peugeot,3008,2020,"109,106 km",Diesel,1.5,Ireland,No,1.0,"€23,950"
8015,8435,Land Rover,Discovery Sport,2016,"88,000 mi",Diesel,2.0,Ireland,No,5.0,"€21,950"
8016,8436,BMW,X1,2016,"90,821 mi",Diesel,2.0,Ireland,No,2.0,"€19,995"
8017,8438,Volkswagen,Kombi,2016,"272,072 km",Diesel,2.0,Ireland,Unknown,4.0,"€32,450"
8018,8439,Volkswagen,Golf,2013,"77,000 km",Petrol,1.2,Ireland,No,1.0,"€11,750"
8019,8440,Kia,Sportage,2024,7 km,Petrol Hybrid,1.6,Ireland,No,2.0,"€48,100"
8020,8441,BMW,3-Series,2020,"143,000 km",Diesel Hybrid,2.0,Northern Ireland,No,1.0,"€34,995"
8021,8442,Audi,A6,2019,"121,000 mi",Diesel,2.0,Ireland,No,1.0,"€31,950"
8022,8443,Toyota,C-HR,2021,"31,425 km",Hybrid,1.8,Ireland,No,1.0,"€30,950"
8023,8444,Volvo,XC60,2015,"226,000 km",Diesel,2.4,Ireland,UK,1.0,"€14,950"
8024,8445,Renault,Captur,2020,"45,000 mi",Diesel,1.5,United Kingdom,No,1.0,"€21,950"
8025,8446,Citroen,C5,2010,"254,000 km",Diesel,1.6,Ireland,UK,3.0,"€1,950"
8026,8447,Volkswagen,Tiguan,2014,"70,000 km",Petrol,1.4,Ireland,No,2.0,"€15,950"
8027,8448,Toyota,Corolla,2020,"81,841 mi",Hybrid,1.8,Northern Ireland,No,1.0,"€19,900"
8028,8449,Toyota,Prius,2020,"10,007 mi",Petrol Hybrid,1.8,Ireland,Unknown,0.0,"€23,950"
8029,8450,Nissan,Pulsar,2016,"183,000 km",Diesel,1.5,Ireland,No,2.0,"€8,950"
8030,8451,Peugeot,308,2023,"5,000 km",Petrol,1.5,Ireland,No,1.0,"€34,950"
8031,8452,Volkswagen,e-up!,2024,4 km,Electric,1.6,Ireland,No,2.0,"€19,499"
8032,8454,Nissan,Qashqai,2014,"238,702 km",Diesel,1.6,Ireland,No,2.0,"€9,195"
8033,8455,Renault,Kadjar,2022,"53,208 km",Petrol,1.3,Ireland,No,1.0,"€28,900"
8034,8456,Volkswagen,Golf,2015,"114,000 km",Petrol,2.0,Ireland,Unknown country,3.0,"€23,950"
8035,8457,Jaguar,XF,2016,"86,000 mi",Diesel,2.0,Ireland,UK,3.0,"€17,200"
8036,8458,Volkswagen,Touran,2013,"160,304 km",Diesel,1.6,Ireland,No,1.0,"€10,950"
8037,8459,Nissan,Leaf,2019,"100,000 km",Electric,1.6,Ireland,No,2.0,"€15,500"
8038,8460,BMW,X5,2015,200 mi,Diesel,2.0,Ireland,UK,1.0,"€22,750"
8039,8461,BMW,5-Series,2019,"89,530 km",Petrol Plug-in Hybrid,2.0,Ireland,UK,2.0,"€33,950"
8040,8462,Volvo,XC60,2009,"286,743 km",Diesel,2.4,Ireland,No,2.0,"€5,000"
8041,8463,Mercedes-Benz,A-Class,2014,"39,500 mi",Petrol,1.6,Ireland,Unknown,2.0,"€15,995"
8042,8464,Honda,Fit,2018,"93,000 km",Hybrid,1.5,Ireland,Unknown,1.0,"€12,950"
8043,8465,Nissan,Qashqai,2016,"91,597 mi",Diesel,1.5,Ireland,UK,2.0,"€14,499"
8044,8466,Renault,Captur,2016,"83,000 mi",Diesel,1.5,Ireland,No,2.0,"€14,950"
8045,8467,Audi,S3,2012,"70,212 mi",Petrol,2.0,Ireland,UK,2.0,"€16,950"
8046,8468,Kia,Sportage,2017,"120,564 km",Diesel,1.7,Ireland,N. Ireland,1.0,"€17,700"
8047,8469,Kia,Sportage,2022,"29,000 km",Diesel,1.6,Ireland,No,1.0,"€39,995"
8048,8470,Alfa Romeo,Mito,2015,"70,800 mi",Petrol,1.4,Ireland,Unknown country,2.0,"€8,450"
8049,8471,Toyota,Avensis,2008,"268,531 km",Petrol,1.6,Ireland,No,4.0,"€2,000"
8050,8472,BMW,i5,2024,1 km,Electric,1.6,Ireland,No,2.0,"€131,345"
8051,8473,Ford,C-MAX,2014,"140,000 mi",Diesel,2.0,Ireland,No,2.0,"€6,499"
8052,8474,Renault,Twingo,2016,"97,452 km",Petrol,1.0,Ireland,UK,4.0,"€6,500"
8053,8475,BMW,5-Series,2018,143 km,Diesel,2.0,Ireland,UK,2.0,"€23,000"
8054,8476,Hyundai,IONIQ 6,2023,"14,000 mi",Electric,1.6,Northern Ireland,No,1.0,"£33,777"
8055,8477,Audi,A4,2015,"220,000 km",Diesel,2.0,Ireland,UK,1.0,"€14,000"
8056,8478,Volkswagen,Passat,2014,"123,400 mi",Diesel,1.6,Ireland,UK,3.0,"€9,250"
8057,8479,Hyundai,Tucson,2023,"12,014 km",Petrol Plug-in Hybrid,1.6,Ireland,No,1.0,"€44,950"
8058,8480,Volvo,V60,2013,"165,000 mi",Diesel,2.0,Ireland,UK,2.0,"€6,500"
8059,8481,Renault,Koleos,2021,"36,858 km",Diesel,1.7,Ireland,No,2.0,"€37,490"
8060,8482,Toyota,Corolla,2010,"169,321 km",Petrol,1.4,Ireland,No,3.0,"€3,800"
8061,8483,Opel,Zafira,2017,"61,500 mi",Diesel,1.6,Ireland,No,3.0,"€14,900"
8062,8484,Nissan,Navara,2021,"30,000 km",Diesel,2.3,United Kingdom,No,2.0,"€37,895"
8063,8485,Skoda,ENYAQ,2023,1 km,Electric,1.6,Ireland,No,1.0,"€47,950"
8064,8486,BMW,7-Series,2017,"151,000 km",Diesel,3.0,Ireland,N. Ireland,3.0,"€36,000"
8065,8487,Audi,Q2,2020,"20,600 km",Petrol,1.0,Ireland,Unknown country,2.0,"€31,490"
8066,8488,Volvo,V60,2016,"149,000 mi",Diesel,2.0,Ireland,UK,2.0,"€11,750"
8067,8489,Volkswagen,Polo,2012,"68,890 km",Petrol,1.2,Ireland,Unknown country,1.0,"€8,950"
8068,8490,BMW,1-Series,2022,"13,900 km",Petrol,1.5,Ireland,No,0.0,"€29,850"
8069,8491,Volkswagen,Golf,2014,"208,000 km",Diesel,2.0,Ireland,UK,2.0,"€13,500"
8070,8492,Volkswagen,Golf,2015,"105,000 km",Petrol,1.2,Ireland,Unknown country,2.0,"€13,750"
8071,8493,Hyundai,Tucson,2019,64 km,Diesel,1.6,Ireland,No,2.0,"€21,495"
8072,8494,Renault,Megane,2018,"99,564 mi",Diesel,1.5,Ireland,No,2.0,"€16,995"
8073,8495,Mini,Cooper,2021,"25,043 km",Electric,1.6,Ireland,No,2.0,"€26,950"
8074,8496,Kia,Sportage,2012,"175,000 km",Diesel,2.0,Ireland,No,6.0,"€8,500"
8075,8497,Audi,A1,2013,"169,124 km",Diesel,1.6,Ireland,No,3.0,"€8,995"
8076,8498,Volkswagen,Polo,2014,"93,495 km",Petrol,1.2,Ireland,Unknown country,2.0,"€10,995"
8077,8499,Volkswagen,Polo,2014,"69,696 km",Petrol,1.2,Ireland,No,2.0,"€13,450"
8078,8500,Honda,Fit,2016,114 km,Petrol Hybrid,1.5,Ireland,Unknown country,1.0,"€10,500"
8079,8501,Audi,A6,2016,"174,500 km",Diesel,2.0,Ireland,UK,2.0,"€22,500"
8080,8502,Mercedes-Benz,GLC-Class,2021,"21,539 km",Diesel,2.0,Ireland,No,1.0,"€48,900"
8081,8503,Volkswagen,Amarok,2024,4 km,Diesel,2.0,Ireland,No,2.0,"€60,480"
8082,8504,Nissan,Micra,2021,"110,999 km",Petrol,1.0,Ireland,No,1.0,"€17,995"
8083,8505,Lamborghini,Huracan,2018,"13,750 mi",Petrol,5.2,Ireland,No,3.0,"€339,995"
8084,8506,Renault,Zoe,2019,"44,565 mi",Electric,1.6,Ireland,No,3.0,"€11,950"
8085,8507,Ford,Kuga,2021,"35,029 km",Diesel,1.5,Ireland,No,1.0,"€29,950"
8086,8508,Ford,Focus,2010,"148,756 km",Diesel,1.6,Ireland,No,5.0,"€3,950"
8087,8509,Toyota,C-HR,2019,"38,319 km",Hybrid,1.8,Ireland,No,1.0,"€26,888"
8088,8510,Mercedes-Benz,A-Class,2019,"99,786 mi",Diesel,1.5,Ireland,No,1.0,"€25,800"
8089,8512,Nissan,Qashqai,2019,"62,162 mi",Diesel,1.5,Ireland,No,2.0,"€21,750"
8090,8513,BMW,5-Series,2023,"13,500 mi",Petrol Plug-in Hybrid,2.0,United Kingdom,No,2.0,"€61,495"
8091,8514,Volkswagen,T-CROSS,2021,"44,834 km",Petrol,1.0,Ireland,No,2.0,"€21,000"
8092,8515,Volkswagen,Caddy,2017,"175,000 km",Diesel,2.0,Ireland,No,4.0,"€11,000"
8093,8516,Ford,Galaxy,2018,"250,000 km",Diesel,2.0,Ireland,UK,4.0,€0
8094,8517,Volkswagen,Golf,2017,"96,974 mi",Diesel,1.6,Ireland,No,1.0,"€8,995"
8095,8519,Ford,Focus,2012,"154,000 km",Diesel,1.6,Ireland,No,5.0,"€6,300"
8096,8520,SEAT,Leon,2022,"80,221 km",Petrol Plug-in Hybrid,1.4,United Kingdom,No,1.0,"€24,450"
8097,8522,Renault,Fluence,2012,"199,999 km",Diesel,1.5,Ireland,No,5.0,"€5,950"
8098,8523,Renault,Zoe,2020,"41,000 km",Electric,1.6,Ireland,No,1.0,"€20,950"
8099,8524,Toyota,Prius,2018,"73,256 mi",Hybrid,1.8,Ireland,No,1.0,"€19,950"
8100,8525,BMW,X3,2023,"14,348 km",Diesel,2.0,Ireland,No,1.0,"€74,995"
8101,8526,Nissan,Qashqai,2020,"74,126 km",Diesel,1.5,Ireland,No,1.0,"€29,995"
8102,8527,Dacia,Duster,2020,"99,133 km",Diesel,1.5,Ireland,No,2.0,"€16,000"
8103,8528,Kia,Niro,2019,"58,238 mi",Hybrid,1.6,Ireland,No,3.0,"€23,500"
8104,8529,Mercedes-Benz,A-Class,2016,"30,686 km",Petrol,1.6,Ireland,Unknown country,1.0,"€21,499"
8105,8530,Land Rover,Range Rover Evoque,2016,"138,000 mi",Diesel,2.0,Ireland,UK,1.0,"€13,950"
8106,8531,Nissan,Juke,2013,"80,013 mi",Petrol,1.6,Ireland,N. Ireland,1.0,"€7,000"
8107,8532,Audi,A3,2024,24 km,Diesel,2.0,Ireland,No,2.0,"€42,347"
8108,8533,Dacia,Sandero,2020,"58,899 km",Petrol,1.0,Ireland,No,1.0,"€13,900"
8109,8534,Toyota,Corolla,2021,"54,000 km",Petrol Hybrid,1.8,Ireland,No,1.0,"€27,500"
8110,8535,Honda,Fit,2012,"118,000 km",Petrol Hybrid,1.3,Ireland,Unknown country,2.0,"€7,250"
8111,8536,Peugeot,Partner,2018,"15,011 mi",Diesel,1.6,Other,No,0.0,€123
8112,8537,Kia,e-Niro,2022,"55,000 km",Electric,1.6,United Kingdom,No,1.0,"€30,250"
8113,8539,Nissan,Qashqai,2014,"218,111 km",Diesel,1.5,Ireland,No,2.0,"€8,850"
8114,8540,Audi,A6,2018,"209,000 km",Diesel,2.0,Ireland,No,3.0,"€27,950"
8115,8541,Mini,Paceman,2013,"137,000 km",Petrol,1.6,Ireland,N. Ireland,2.0,"€8,500"
8116,8542,Mercedes-Benz,GLE-Class,2021,"70,000 km",Diesel,2.0,Ireland,No,1.0,"€72,900"
8117,8543,Hyundai,Santa Fe,2007,"264,750 km",Diesel,2.2,Ireland,No,3.0,"€2,690"
8118,8544,Mazda,CX-5,2016,"124,000 km",Diesel,2.2,Ireland,No,2.0,"€15,950"
8119,8545,Audi,A7,2024,24 km,Petrol Hybrid,2.0,Ireland,No,2.0,"€98,476"
8120,8546,Volvo,V40,2016,"23,958 mi",Petrol,1.5,Ireland,No,1.0,"€18,950"
8121,8547,Volkswagen,Passat,2019,"97,000 km",Petrol,1.5,Ireland,No,2.0,"€24,995"
8122,8548,Renault,Clio,2010,"83,367 mi",Ethanol Petrol,1.1,Ireland,No,6.0,"€4,950"
8123,8549,BMW,iX3,2022,"37,894 km",Electric,1.6,Ireland,No,2.0,"€59,950"
8124,8550,Land Rover,Discovery Sport,2016,"132,216 km",Diesel,2.0,Ireland,No,3.0,"€21,950"
8125,8551,Jaguar,XE,2018,"72,603 mi",Diesel,2.0,Other,No,1.0,"€24,995"
8126,8552,Land Rover,Discovery Sport,2024,105 km,Petrol Plug-in Hybrid,1.5,Ireland,No,2.0,"€85,900"
8127,8553,Peugeot,Partner,2018,"20,200 mi",Diesel,1.6,Ireland,No,2.0,"€20,500"
8128,8554,Honda,VEZEL,2020,"37,415 mi",Hybrid,1.5,Ireland,No,2.0,"€26,950"
8129,8555,Audi,Q5,2017,"112,000 mi",Diesel,2.0,Ireland,UK,1.0,"€37,950"
8130,8556,Ford,Puma,2021,"69,000 km",Petrol Hybrid,1.0,Ireland,UK,1.0,"€23,950"
8131,8557,BMW,X5,2016,"103,000 mi",Diesel,3.0,Northern Ireland,No,2.0,"€40,750"
8132,8558,Volkswagen,Golf,2014,"66,945 mi",Petrol,1.2,Ireland,Unknown country,2.0,"€12,750"
8133,8559,BMW,5-Series,2012,"265,000 km",Diesel,2.0,Ireland,UK,1.0,"€7,995"
8134,8560,Fiat,Tipo,2018,"46,000 mi",Diesel,1.6,Ireland,No,4.0,"€9,950"
8135,8561,Skoda,Superb,2015,"152,402 mi",Diesel,2.0,Ireland,No,2.0,"€12,950"
8136,8562,Audi,A3,2013,"95,224 mi",Petrol,1.4,Ireland,UK,1.0,"€11,500"
8137,8563,Jaguar,XF,2009,"134,000 km",Diesel,3.0,Ireland,No,4.0,"€6,350"
8138,8564,Land Rover,Range Rover Evoque,2016,"77,000 km",Diesel,2.0,Ireland,UK,1.0,"€23,995"
8139,8565,Toyota,Proace,2021,"71,146 km",Diesel,1.5,Ireland,No,1.0,"€20,950"
8140,8566,Toyota,Auris,2013,"87,488 mi",Diesel,1.4,Ireland,No,3.0,"€9,750"
8141,8567,Volkswagen,Transporter,2024,4 km,Diesel,2.0,Ireland,No,2.0,"€40,040"
8142,8568,Renault,Captur,2017,"42,742 km",Diesel,1.5,Ireland,Unknown,3.0,"€12,500"
8143,8569,Mini,Cooper,2015,"206,875 km",Diesel,1.6,Ireland,No,2.0,"€8,500"
8144,8571,Land Rover,Range Rover Evoque,2017,"134,999 km",Diesel,2.0,Ireland,UK,1.0,"€26,950"
8145,8572,Volvo,XC90,2016,"209,000 km",Diesel,2.0,Ireland,No,2.0,"€36,950"
8146,8573,Renault,Grand Megane,2014,"122,000 mi",Diesel,1.5,Ireland,No,3.0,"€5,950"
8147,8574,Honda,Civic,2012,"177,000 mi",Diesel,2.2,Ireland,No,4.0,"€6,250"
8148,8575,Dacia,Duster,2022,"49,398 km",Petrol,1.0,Ireland,No,1.0,"€22,400"
8149,8576,SEAT,Ateca,2019,"43,611 mi",Diesel,2.0,Ireland,UK,2.0,"€24,950"
8150,8577,Ford,Focus,2008,"120,212 mi",Diesel,1.6,Ireland,UK,2.0,"€3,850"
8151,8578,Hyundai,Santa Fe,2020,"89,999 km",Diesel,2.2,Ireland,No,2.0,"€42,995"
8152,8579,Volkswagen,Golf,2016,"147,000 mi",Diesel,1.6,Ireland,No,3.0,"€11,950"
8153,8580,Hyundai,i40,2016,"109,000 mi",Diesel,1.7,Ireland,UK,1.0,"€12,990"
8154,8581,Land Rover,Range Rover,2015,"104,000 mi",Diesel,4.4,United Kingdom,No,3.0,"£22,500"
8155,8582,Volkswagen,Golf,2010,"215,000 km",Diesel,2.0,Ireland,No,6.0,"€8,850"
8156,8583,Audi,A1,2014,"98,205 km",Petrol,1.4,Ireland,Unknown country,1.0,"€13,900"
8157,8584,Audi,Q3,2016,"46,999 km",Petrol,1.4,Ireland,No,2.0,"€22,950"
8158,8585,Volkswagen,Golf,2011,"287,000 km",Diesel,1.6,Ireland,No,2.0,"€3,950"
8159,8586,BMW,2-Series,2016,"164,375 mi",Diesel,1.5,Ireland,UK,2.0,"€8,999"
8160,8587,Ford,Galaxy,2017,"105,000 km",Diesel,2.0,Ireland,No,2.0,"€22,950"
8161,8588,Skoda,Octavia,2017,"99,836 km",Diesel,2.0,Ireland,UK,1.0,"€22,950"
8162,8589,Hyundai,ix35,2013,"173,000 km",Diesel,1.7,Ireland,No,4.0,"€9,999"
8163,8590,Volvo,V40,2014,"150,000 km",Diesel,1.6,Ireland,No,2.0,"€9,990"
8164,8592,Honda,Fit,2016,"46,000 mi",Petrol Hybrid,1.5,Ireland,Unknown country,1.0,"€12,390"
8165,8593,Volkswagen,Passat,2017,"202,983 km",Diesel,2.0,Ireland,UK,2.0,"€16,495"
8166,8594,Honda,Shuttle,2018,"98,036 km",Petrol Hybrid,1.5,Ireland,No,2.0,"€15,990"
8167,8595,Mini,Cooper,2022,"4,859 km",Electric,1.6,Ireland,No,2.0,"€26,950"
8168,8596,Cupra,LEON,2022,589 km,Petrol Plug-in Hybrid,1.4,Ireland,No,2.0,"€39,995"
8169,8597,Mercedes-Benz,CLA-Class,2023,"4,563 km",Petrol Plug-in Hybrid,1.3,Ireland,No,1.0,"€61,950"
8170,8598,Volkswagen,e-up!,2023,600 km,Electric,1.6,Ireland,No,1.0,"€17,950"
8171,8599,Dacia,Duster,2022,"59,085 km",Diesel,1.5,Ireland,No,1.0,"€23,790"
8172,8602,Honda,Jazz,2018,"69,500 km",Petrol,1.3,Ireland,No,2.0,"€15,495"
8173,8603,Peugeot,5008,2022,"50,000 km",Diesel,1.5,Ireland,No,1.0,"€42,950"
8174,8604,Ford,Fiesta,2015,"79,000 km",Petrol,1.0,Ireland,No,1.0,"€10,995"
8175,8605,Nissan,Pulsar,2015,"177,252 km",Diesel,1.5,Ireland,N. Ireland,2.0,"€9,500"
8176,8606,Mercedes-Benz,E-Class,2011,"397,288 km",Diesel,2.1,Ireland,No,4.0,"€6,950"
8177,8607,Toyota,Corolla,2018,"150,000 km",Diesel,1.4,Ireland,No,2.0,"€15,900"
8178,8608,Honda,Civic,2016,"128,000 km",Diesel,1.6,Ireland,No,4.0,"€13,995"
8179,8609,Toyota,Vitz,2013,"62,000 km",Petrol,1.0,Ireland,Unknown country,2.0,"€6,500"
8180,8610,BMW,M3,2013,"39,000 mi",Petrol,4.0,Ireland,UK,1.0,"€39,950"
8181,8611,Toyota,Yaris,2017,"108,000 km",Petrol,1.0,Ireland,No,1.0,"€12,999"
8182,8612,Hyundai,Tucson,2022,"47,967 km",Diesel,1.6,Ireland,No,1.0,"€31,900"
8183,8613,Jaguar,XE,2015,"97,700 mi",Diesel,2.0,Ireland,UK,3.0,"€14,495"
8184,8614,Volkswagen,Passat,2016,"118,000 km",Petrol,1.4,Other,No,1.0,"€18,995"
8185,8615,Opel,Mokka,2023,"19,331 km",Petrol,1.2,Ireland,No,1.0,"€28,495"
8186,8616,Skoda,ENYAQ,2023,60 km,Electric,1.6,Ireland,No,2.0,"€54,500"
8187,8617,Volkswagen,Polo,2018,"12,361 mi",Petrol,1.0,Ireland,No,2.0,"€18,950"
8188,8618,Volkswagen,Polo,2013,"106,400 mi",Petrol,1.2,Ireland,No,6.0,"€6,450"
8189,8619,Hyundai,Tucson,2017,"139,216 km",Diesel,1.7,Ireland,No,1.0,"€19,495"
8190,8620,Citroen,Grand C4 Picasso,2017,"84,500 mi",Diesel,1.6,Ireland,N. Ireland,1.0,"€15,999"
8191,8621,Audi,Q4 e-tron,2024,18 km,Electric,1.6,Ireland,No,2.0,"€62,575"
8192,8622,Audi,A5,2012,"227,500 km",Diesel,2.0,Ireland,UK,2.0,"€9,500"
8193,8623,Ford,Focus,2019,"67,000 mi",Diesel,1.5,Ireland,No,1.0,"€16,950"
8194,8624,Volkswagen,Polo,2016,"39,000 km",Petrol,1.2,Ireland,Unknown,1.0,"€14,495"
8195,8625,Toyota,Avensis,2014,"185,000 mi",Diesel,2.0,Ireland,No,2.0,"€6,950"
8196,8626,Honda,Insight,2011,"127,215 km",Petrol Hybrid,1.3,Ireland,Unknown country,1.0,"€7,450"
8197,8627,BMW,2-Series,2017,"107,454 km",Diesel,2.0,Ireland,No,2.0,"€19,950"
8198,8628,Toyota,Corolla,2021,"29,700 km",Hybrid,1.8,Ireland,No,2.0,"€27,950"
8199,8629,BMW,i4,2023,501 km,Electric,1.6,Ireland,No,2.0,"€76,950"
8200,8630,Volkswagen,Passat,2017,"89,480 mi",Diesel,1.6,Ireland,No,3.0,"€16,950"
8201,8631,Audi,S3,2014,"99,000 km",Petrol,2.0,Ireland,No,2.0,"€26,900"
8202,8632,Mini,Countryman,2017,"149,841 km",Diesel,2.0,Ireland,No,1.0,"€24,888"
8203,8633,Opel,Corsa,2024,0 km,Electric,1.6,Ireland,No,2.0,"€36,668"
8204,8634,Toyota,Landcruiser,2015,"122,000 mi",Diesel,3.0,Ireland,No,2.0,"€25,600"
8205,8635,Audi,A6,2021,"28,824 mi",Diesel Hybrid,2.0,Ireland,No,1.0,"€47,800"
8206,8636,Audi,A1,2014,"146,851 km",Diesel,1.6,Ireland,N. Ireland,1.0,"€11,950"
8207,8637,BMW,3-Series,2016,"190,000 mi",Diesel,2.0,Ireland,UK,2.0,"€11,950"
8208,8638,Ford,Puma,2021,"39,100 mi",Petrol Hybrid,1.0,United Kingdom,No,1.0,"€23,950"
8209,8640,Ford,Focus,2015,"104,978 mi",Diesel,1.5,United Kingdom,No,2.0,"€11,949"
8210,8641,BMW,i3,2021,"16,586 km",Electric,1.6,Ireland,No,2.0,"€28,950"
8211,8642,Hyundai,KONA,2021,"35,000 km",Petrol Hybrid,1.6,Ireland,UK,1.0,"€23,500"
8212,8643,Ford,Fiesta,2015,"83,239 mi",Petrol,1.2,Northern Ireland,No,1.0,"€9,449"
8213,8644,Renault,Captur,2015,"73,000 mi",Diesel,1.5,Ireland,No,1.0,"€10,950"
8214,8645,Volkswagen,Golf,2013,"144,999 mi",Petrol,1.2,Ireland,UK,2.0,"€12,495"
8215,8646,Land Rover,Range Rover Evoque,2020,"21,873 mi",Diesel,2.0,Ireland,No,2.0,"€40,945"
8216,8647,Volvo,XC60,2015,"66,987 mi",Diesel,2.0,Ireland,No,4.0,€1
8217,8648,Renault,Clio,2011,"223,066 km",Ethanol Petrol,1.1,Ireland,No,3.0,"€3,650"
8218,8649,Honda,Jade,2015,"65,000 mi",Petrol,1.5,Ireland,Unknown country,1.0,"€15,950"
8219,8650,Citroen,C4 Cactus,2016,"113,278 km",Diesel,1.6,Ireland,No,2.0,"€13,450"
8220,8651,Vauxhall,Astra,2016,"146,000 mi",Diesel,1.6,Ireland,N. Ireland,1.0,"€6,750"
8221,8652,Peugeot,2008,2017,"122,926 km",Diesel,1.6,Ireland,No,5.0,"€13,450"
8222,8653,Citroen,Grand C4 Picasso,2019,"71,434 km",Diesel,2.0,Ireland,No,1.0,"€26,950"
8223,8654,Skoda,Octavia,2013,"110,600 km",Diesel,1.6,Ireland,UK,1.0,"€7,950"
8224,8655,Mercedes-Benz,GLA-Class,2024,10 km,Petrol Plug-in Hybrid,1.3,Ireland,No,2.0,"€68,401"
8225,8656,Mercedes-Benz,CLA-Class,2020,"71,964 km",Petrol,1.3,Ireland,No,2.0,"€34,888"
8226,8657,Audi,A4,2014,130 km,Diesel,2.0,Ireland,No,3.0,"€13,995"
8227,8658,Ford,Focus,2011,"180,100 mi",Diesel,1.6,Ireland,UK,3.0,"€3,350"
8228,8659,Citroen,C4,2024,1 mi,Petrol,1.2,Ireland,No,2.0,"€32,500"
8229,8660,Hyundai,i30,2020,"75,000 km",Diesel,1.6,Ireland,N. Ireland,1.0,"€19,250"
8230,8661,Audi,A4,2020,"143,000 km",Diesel,2.0,Northern Ireland,No,1.0,"€33,500"
8231,8662,Renault,Captur,2022,"31,700 km",Petrol,1.0,Ireland,No,2.0,"€27,995"
8232,8663,Peugeot,3008,2012,"280,000 km",Diesel,1.6,Ireland,No,3.0,"€3,595"
8233,8664,Audi,A3,2020,"96,200 km",Diesel,1.6,Ireland,No,1.0,"€26,995"
8234,8666,Mercedes-Benz,E-Class,2010,"203,677 mi",Diesel,2.1,Ireland,No,4.0,"€5,950"
8235,8667,Audi,Q5,2022,"19,685 km",Petrol Plug-in Hybrid,2.0,Ireland,No,1.0,"€57,900"
8236,8668,Hyundai,Santa Fe,2017,"97,000 mi",Diesel,2.2,Ireland,No,2.0,€0
8237,8669,Skoda,Kodiaq,2021,"82,974 km",Diesel,2.0,Ireland,No,2.0,"€38,975"
8238,8670,Volkswagen,Golf,2015,"50,111 mi",Petrol,1.2,Ireland,No,2.0,"€13,450"
8239,8671,Volvo,XC60,2014,"185,000 km",Diesel,2.0,Ireland,No,3.0,"€13,500"
8240,8672,Ford,Mondeo,2011,"234,000 km",Diesel,2.0,Ireland,No,3.0,"€3,750"
8241,8673,Opel,Mokka,2017,"89,846 km",Petrol,1.4,Ireland,No,1.0,"€11,900"
8242,8674,Hyundai,i40,2013,"129,000 km",Diesel,1.7,Ireland,No,1.0,"€8,950"
8243,8675,Kia,Picanto,2021,"30,000 km",Petrol,1.0,Ireland,No,2.0,"€13,500"
8244,8676,Nissan,Serena,2019,"34,610 mi",Hybrid,2.0,Ireland,No,2.0,"€25,950"
8245,8677,Volkswagen,Polo,2015,"79,000 km",Petrol,1.0,Ireland,No,3.0,"€11,000"
8246,8678,Skoda,KAMIQ,2023,"25,000 km",Petrol,1.0,Ireland,No,1.0,"€26,950"
8247,8679,Mercedes-Benz,S-Class,2010,"110,000 mi",Diesel,3.0,Ireland,No,9.0,"€12,990"
8248,8680,Nissan,X-Trail,2016,"208,000 km",Diesel,1.6,Ireland,UK,2.0,"€13,750"
8249,8681,Audi,A7,2014,"133,240 mi",Diesel,3.0,Ireland,No,3.0,"€19,500"
8250,8682,Honda,Fit,2019,"94,999 km",Hybrid,1.5,Ireland,No,2.0,"€15,450"
8251,8683,Honda,Fit,2014,"69,279 mi",Petrol Hybrid,1.5,Ireland,Unknown,0.0,"€9,999"
8252,8684,Volkswagen,Up!,2014,"24,500 mi",Petrol,1.0,Ireland,No,2.0,"€8,995"
8253,8685,Toyota,Yaris,2005,211 mi,Petrol,1.0,Ireland,UK,4.0,"€1,150"
8254,8686,Volkswagen,ID.5,2023,10 km,Electric,1.6,Ireland,No,2.0,"€45,950"
8255,8687,Volkswagen,Golf,2016,"57,596 mi",Petrol,1.2,Ireland,No,1.0,"€16,950"
8256,8688,Mercedes-Benz,A-Class,2017,"111,250 mi",Diesel,1.5,Ireland,UK,1.0,"€18,995"
8257,8689,Ford,B-MAX,2013,"167,000 km",Diesel,1.5,Ireland,No,1.0,"€7,900"
8258,8690,Ford,Fiesta,2014,"89,923 km",Petrol,1.2,Ireland,No,4.0,"€7,500"
8259,8692,Ford,Mondeo,2019,"149,582 km",Diesel,2.0,Ireland,No,1.0,"€17,450"
8260,8693,Kia,Ceed,2012,"215,000 km",Diesel,1.6,Ireland,No,11.0,"€2,950"
8261,8694,Ford,Focus,2013,1 km,Diesel,1.6,Ireland,N. Ireland,2.0,"€6,250"
8262,8695,Renault,Megane,2019,"120,000 km",Petrol,1.3,Ireland,No,2.0,"€16,950"
8263,8696,Land Rover,Range Rover Sport,2012,"114,000 mi",Diesel,3.0,Ireland,No,8.0,"€15,950"
