index,Make,Model,Year,Mileage,Fuel Type,Engine Size (Litres),Current Country of Reg.,Imported,Total Owners,Price
340,SsangYong,Korando,2013,126000,Diesel,2.0,Ireland,N. Ireland,3.0,10500
341,Nissan,Cube,2014,130000,Petrol,1.5,Ireland,Unknown country,1.0,8900
342,Ford,Mondeo,2019,170000,Diesel,1.5,Ireland,No,2.0,17999
343,Mercedes-Benz,A-Class,2020,51500,Diesel,1.5,Ireland,No,1.0,32950
344,Toyota,Camry,2020,133358,Hybrid,2.5,Ireland,No,1.0,29950
345,Peugeot,5008,2015,99535,Diesel,1.6,Ireland,UK,2.0,9950
346,Audi,A4,2008,342000,Diesel,2.0,Ireland,No,4.0,3999
347,Audi,A4,2016,178000,Diesel,2.0,Ireland,No,3.0,17990
348,Vauxhall,Corsa,2009,234110,Petrol,1.2,Ireland,N. Ireland,6.0,1750
349,Skoda,Karoq,2019,97950,Diesel,2.0,Ireland,No,3.0,22995
350,Skoda,Octavia,2022,26000,Diesel,2.0,Ireland,No,2.0,43950
351,SEAT,Ibiza,2016,98401,Petrol,1.0,Ireland,UK,2.0,11950
353,Ford,Focus,2017,139390,Diesel,1.5,Ireland,No,1.0,13500
354,BMW,X4,2020,139704,Diesel,2.0,Ireland,No,1.0,49995
355,Kia,Xceed,2021,103261,Hybrid,1.6,Ireland,No,1.0,21995
356,Opel,Insignia,2014,123000,Diesel,2.0,Ireland,No,2.0,1
357,Fiat,500,2015,97000,Petrol,1.2,Ireland,Unknown,1.0,10450
358,BMW,X5,2021,80805,Petrol Plug-in Hybrid,3.0,Ireland,No,2.0,83900
359,Honda,CR-V,2018,75623,Diesel,1.6,Ireland,UK,1.0,25500
360,Hyundai,i40,2015,178599,Diesel,1.7,Ireland,UK,4.0,9999
361,Volkswagen,Sharan,2016,140656,Petrol,1.4,Ireland,No,1.0,22950
362,Land Rover,Range Rover Sport,2019,102172,Petrol Plug-in Hybrid,2.0,Ireland,N. Ireland,3.0,54878
363,Opel,Mokka,2015,170000,Diesel,1.6,Ireland,No,1.0,9950
364,Dacia,Duster,2022,61202,Diesel,1.5,Ireland,No,1.0,22995
366,Cupra,BORN,2023,8000,Electric,1.6,Ireland,No,2.0,33895
367,Audi,A6,2016,135000,Diesel,2.0,Ireland,UK,3.0,25000
368,Audi,A1,2013,18700,Petrol,1.2,Ireland,No,4.0,10450
369,Citroen,C4,2014,156073,Diesel,1.6,Ireland,No,3.0,5999
370,Audi,A3,2012,194000,Diesel,1.6,Ireland,No,2.0,6500
371,Volvo,90 Series,2007,259000,Diesel,2.4,Ireland,Unknown country,7.0,4000
372,Ford,Mondeo,2012,250000,Diesel,1.6,Ireland,No,2.0,1000
373,Fiat,500,2015,118478,Petrol,1.2,Ireland,UK,2.0,8450
374,Volkswagen,Scirocco,2012,185000,Petrol,1.4,Ireland,N. Ireland,1.0,9500
375,Hyundai,Tucson,2016,139000,Diesel,1.7,Ireland,No,2.0,18950
377,Ford,Tourneo Connect,2023,0,Diesel,2.0,Ireland,Unknown,0.0,123
378,Hyundai,Tucson,2016,140000,Diesel,1.7,Ireland,No,3.0,16950
379,Land Rover,Range Rover Evoque,2016,156106,Diesel,2.0,Ireland,No,2.0,18900
380,Kia,Ceed,2014,259000,Diesel,1.6,Ireland,No,2.0,5999
381,Opel,Mokka,2023,18000,Diesel,1.5,Ireland,No,1.0,29750
382,Skoda,Superb,2020,128589,Diesel,2.0,Ireland,UK,1.0,26950
383,Volkswagen,Golf,2016,47447,Petrol,1.2,Ireland,No,2.0,19888
384,Mazda,6,2016,199655,Diesel,2.2,Ireland,No,5.0,9000
385,Land Rover,Defender,2022,24495,Hybrid,2.0,Ireland,UK,2.0,88000
386,Toyota,Aqua,2015,136765,Petrol Hybrid,1.5,Ireland,Unknown country,2.0,9600
387,Mercedes-Benz,C-Class,2018,126306,Diesel,2.1,Northern Ireland,No,2.0,21236
388,Cupra,FORMENTOR,2023,8500,Petrol,1.5,Ireland,No,1.0,46950
389,Honda,Fit,2012,126999,Petrol Hybrid,1.3,Ireland,No,1.0,7990
390,Peugeot,2008,2015,103000,Diesel,1.6,Ireland,N. Ireland,4.0,9600
391,Audi,A3,2015,265485,Diesel,1.6,Ireland,UK,1.0,13950
392,SEAT,Arona,2021,113500,Petrol,1.0,Ireland,No,1.0,21475
393,BMW,i3,2018,42719,Electric,1.6,Ireland,UK,3.0,18900
394,Mazda,3,2010,219736,Diesel,1.6,Ireland,UK,1.0,2950
395,Toyota,RAV4,2015,201125,Diesel,2.0,Ireland,UK,1.0,15950
396,Toyota,Camry,2019,67000,Hybrid,2.5,Ireland,Unknown,1.0,28950
397,Alfa Romeo,159,2008,216887,Diesel,1.9,Ireland,No,2.0,4950
398,Audi,Q5,2012,255100,Diesel,2.0,Ireland,No,3.0,11950
399,Vauxhall,Astra,2012,243281,Diesel,1.2,Ireland,UK,2.0,4250
401,Audi,A6,2016,204000,Diesel,2.0,Ireland,No,3.0,20950
402,BMW,1-Series,2020,63781,Petrol,1.5,Northern Ireland,No,1.0,28950
403,Audi,A3,2016,157976,Diesel,1.6,Ireland,No,3.0,16950
404,Volkswagen,Tiguan,2023,18800,Diesel,2.0,Ireland,No,1.0,53895
405,Volkswagen,Crafter,2023,15850,Diesel,2.0,Northern Ireland,No,2.0,33901
406,SEAT,Arona,2021,69002,Petrol,1.0,Ireland,No,1.0,18888
407,Toyota,Corolla,2020,68382,Petrol Hybrid,1.8,Ireland,No,1.0,27995
408,Lexus,CT,2015,126991,Petrol Hybrid,1.8,Ireland,UK,2.0,16950
409,Mini,Other,2015,92000,Diesel,1.5,Ireland,No,2.0,12950
410,Renault,Captur,2017,119660,Diesel,1.5,Northern Ireland,No,3.0,12949
411,Skoda,Octavia,2009,186000,Diesel,1.9,Ireland,No,4.0,3450
412,Porsche,Panamera,2015,84000,Petrol Plug-in Hybrid,3.0,Ireland,UK,1.0,43950
413,Volkswagen,Polo,2013,98372,Petrol,1.2,Ireland,Unknown country,2.0,10500
414,Volkswagen,Scirocco,2017,147729,Petrol,1.4,Ireland,Unknown,1.0,19950
415,Volkswagen,Touareg,2017,176495,Diesel,3.0,Ireland,Unknown,3.0,29995
416,Peugeot,208,2024,0,Petrol,1.2,Ireland,No,2.0,28065
417,Opel,Corsa,2020,45943,Electric,1.6,Ireland,No,2.0,17995
418,Audi,A3,2014,17945,Petrol,1.4,Ireland,No,1.0,16900
419,BMW,5-Series,2013,336281,Diesel,2.0,Ireland,No,4.0,8250
420,Ford,Kuga,2010,318000,Diesel,2.0,Ireland,No,7.0,4500
421,Honda,Fit,2014,79731,Petrol Hybrid,1.5,Ireland,Unknown country,1.0,9995
422,SEAT,Leon,2014,251392,Diesel,2.0,Ireland,No,2.0,10250
423,Ford,Fiesta,2013,54563,Petrol,1.2,Ireland,No,2.0,8995
424,Hyundai,KONA,2022,16800,Petrol,1.0,Ireland,No,1.0,25995
425,Alfa Romeo,Giulietta,2016,121623,Diesel,1.6,Ireland,UK,2.0,13995
426,Skoda,Kodiaq,2022,45000,Diesel,2.0,Ireland,No,1.0,54995
427,Ford,Focus,2019,160287,Diesel,1.5,Ireland,No,1.0,17995
428,Toyota,Prius,2020,69092,Hybrid,1.8,Ireland,No,2.0,22450
429,BMW,X3,2016,112654,Diesel,2.0,Ireland,No,1.0,29995
430,Mercedes-Benz,C-Class,2015,265485,Diesel,1.6,Ireland,No,1.0,15500
431,Mini,Cooper,2017,75301,Diesel,1.5,Ireland,UK,2.0,12950
432,Volkswagen,Golf,2016,59283,Petrol,1.2,Ireland,No,1.0,16400
433,Peugeot,208,2013,94000,Diesel,1.4,Ireland,UK,2.0,6800
434,Volkswagen,Transporter,2024,4,Diesel,2.0,Ireland,No,2.0,44800
435,Toyota,Corolla,2003,148028,Petrol,1.4,Ireland,No,1.0,3000
436,Renault,Captur,2015,137000,Diesel,1.5,Ireland,No,3.0,8699
437,Hyundai,i30,2008,200000,Petrol,1.4,Ireland,No,3.0,1950
438,Mercedes-Benz,E-Class,2014,152358,Diesel,2.1,Ireland,N. Ireland,1.0,15450
439,Hyundai,KONA,2020,140055,Diesel,1.6,Ireland,No,2.0,10500
440,Ford,Focus,2012,225260,Diesel,1.6,Ireland,UK,2.0,4350
441,Honda,Civic,2009,221000,Petrol Hybrid,1.3,Ireland,UK,5.0,4950
442,Audi,Q5,2021,60000,Diesel,2.0,Ireland,No,1.0,55900
443,Hyundai,i30,2008,222500,Diesel,1.6,Ireland,No,6.0,2650
444,Ford,Mondeo,2011,250000,Diesel,2.0,Ireland,No,4.0,3750
445,Audi,A5,2017,197907,Diesel,2.0,Ireland,UK,2.0,21950
446,Audi,Q2,2019,59850,Petrol,1.0,Ireland,Unknown,1.0,27950
447,Honda,HR-V,2022,24135,Petrol Hybrid,1.5,Ireland,Unknown,1.0,0
448,Toyota,RAV4,2002,387769,Diesel,2.0,Ireland,No,6.0,1950
449,Nissan,Qashqai,2017,105250,Petrol,1.2,Ireland,No,1.0,15950
450,Citroen,Berlingo Multispace,2024,0,Diesel,1.5,Ireland,Unknown,0.0,33500
451,BMW,5-Series,2018,143004,Diesel,2.0,Ireland,No,1.0,27990
452,Volkswagen,ID.3,2024,4,Electric,1.6,Ireland,No,2.0,35400
453,Opel,Mokka,2018,75000,Petrol,1.4,Ireland,No,1.0,14750
454,Land Rover,Range Rover Evoque,2016,188000,Diesel,2.0,Ireland,No,4.0,15950
455,Jaguar,F-Pace,2017,129000,Diesel,2.0,Ireland,No,2.0,27900
456,Ford,Ranger,2022,27376,Diesel,2.0,UK,No,0.0,0
458,Toyota,Camry,2019,30000,Hybrid,2.5,Ireland,No,2.0,29950
459,Mini,Cooper,2015,92423,Petrol,1.5,Ireland,No,2.0,12950
460,Mercedes-Benz,B-Class,2016,77082,Diesel,1.5,Ireland,No,1.0,15950
461,Mercedes-Benz,GLE-Class,2022,40640,Hybrid,2.0,United Kingdom,No,1.0,82990
463,Vauxhall,Astra,2011,355589,Diesel,2.0,Ireland,Unknown country,3.0,2950
464,Ford,Focus,2024,0,Petrol,1.0,Ireland,No,2.0,35279
465,Ford,Kuga,2010,307500,Diesel,2.0,Ireland,No,6.0,4950
466,Toyota,Yaris,2007,263000,Petrol,1.0,Ireland,No,6.0,1850
468,Nissan,Leaf,2024,0,Electric,1.6,Ireland,No,2.0,42485
469,Ford,Focus,2012,242959,Diesel,1.6,Ireland,N. Ireland,3.0,6000
470,Mercedes-Benz,E-Class,2018,96000,Diesel,2.0,Ireland,No,3.0,32950
471,BMW,5-Series,2015,74380,Diesel,2.0,Ireland,No,2.0,17900
472,BMW,3-Series,2012,350000,Diesel,2.0,Ireland,UK,6.0,7900
473,Citroen,Berlingo Multispace,2023,10,Diesel,1.6,Ireland,Unknown,0.0,123
474,Peugeot,2008,2021,18500,Petrol,1.2,Ireland,No,1.0,27950
475,Volkswagen,Tiguan Allspace,2021,66435,Diesel,2.0,Ireland,No,2.0,46995
476,BMW,5-Series,2019,99182,Petrol Hybrid,2.0,Ireland,No,1.0,30749
477,Peugeot,308,2015,132000,Diesel,1.6,Ireland,No,3.0,9950
478,Volkswagen,T-Roc,2019,33600,Petrol,1.0,Ireland,No,1.0,23995
479,Ford,Kuga,2017,205952,Diesel,1.5,Ireland,No,2.0,16450
480,Hyundai,Tucson,2021,33906,Diesel,1.6,Ireland,No,1.0,33897
481,Skoda,Octavia,2015,187000,Diesel,1.6,Ireland,No,5.0,12250
483,Hyundai,Tucson,2020,100000,Diesel,1.6,Ireland,No,1.0,25900
484,Mitsubishi,Mirage,2018,43443,Petrol,1.2,Ireland,Unknown country,1.0,10995
485,BMW,5-Series,2010,202000,Diesel,3.0,Ireland,No,3.0,10950
486,Nissan,Qashqai,2015,193523,Diesel,1.5,Ireland,UK,2.0,11750
487,Nissan,Juke,2011,132999,Petrol,1.6,Ireland,No,4.0,7500
488,Dacia,Sandero,2021,79964,Petrol,1.0,Ireland,No,1.0,14900
489,Opel,Crossland X,2019,40296,Petrol,1.2,Ireland,No,1.0,17495
490,Audi,A3,2011,187210,Diesel,1.6,Ireland,UK,2.0,8750
491,Ford,Fiesta,2017,307319,Diesel,1.5,Ireland,UK,1.0,5950
492,Peugeot,207,2010,317000,Diesel,1.4,Ireland,No,1.0,2995
493,Ford,Focus,2016,142000,Diesel,1.5,Ireland,No,3.0,12500
494,Renault,Clio,2016,68534,Petrol,1.1,Ireland,No,3.0,10950
495,BMW,X5,2020,69773,Petrol Plug-in Hybrid,3.0,Ireland,No,2.0,79995
496,Ford,Focus,2018,193000,Diesel,1.5,Ireland,No,1.0,9500
497,Mercedes-Benz,AMG,2017,175,Petrol,3.0,Northern Ireland,No,2.0,28074
498,Land Rover,Discovery,2017,102976,Diesel,2.0,United Kingdom,No,1.0,32637
499,Ford,Kuga,2018,72270,Diesel,1.5,Ireland,No,2.0,0
501,Opel,Astra,2020,126000,Diesel,1.5,Ireland,No,1.0,17750
502,Volkswagen,Golf,2017,170554,Diesel,1.6,Ireland,No,2.0,16995
503,Nissan,March,2018,10393,Petrol,1.2,Ireland,Unknown,0.0,10999
504,Toyota,Aqua,2018,112630,Petrol Hybrid,1.5,Ireland,Unknown,2.0,12495
506,Nissan,Juke,2015,118014,Petrol,1.2,Ireland,N. Ireland,2.0,10500
507,Volkswagen,Polo,2016,144810,Petrol,1.2,Ireland,UK,2.0,10300
508,Skoda,Superb,2024,0,Diesel,2.0,Ireland,No,2.0,45800
509,Ford,Puma,2022,64604,Petrol Hybrid,1.0,Ireland,No,2.0,23900
510,Suzuki,Alto,2013,127465,Petrol,1.0,Ireland,N. Ireland,1.0,5495
512,Mazda,CX-5,2017,96173,Diesel,2.2,Ireland,No,2.0,18950
513,BMW,3-Series,2011,338,Diesel,2.0,Ireland,UK,5.0,4440
514,Honda,Civic,2014,310000,Diesel,1.6,Ireland,UK,3.0,5600
515,Skoda,Octavia,2019,70123,Diesel,1.6,Ireland,No,1.0,20900
516,Volkswagen,Touran,2017,79592,Diesel,1.6,Ireland,N. Ireland,1.0,21950
517,Hyundai,Tucson,2018,81000,Diesel,1.7,Ireland,No,2.0,23950
518,Porsche,911,2003,173048,Petrol,3.6,Ireland,No,7.0,34950
519,Nissan,Note,2018,67739,Hybrid,1.2,Ireland,No,2.0,14950
520,Volkswagen,T-Roc,2019,110723,Diesel,1.6,Ireland,No,2.0,19950
521,Volkswagen,Golf,2021,82000,Diesel,2.0,Ireland,No,2.0,28950
522,Skoda,Karoq,2019,109412,Petrol,1.0,Ireland,No,2.0,21995
523,BMW,3-Series,2014,230087,Diesel,2.0,Ireland,No,2.0,10999
524,Audi,A3,2015,89137,Petrol,1.4,Ireland,No,2.0,17450
525,Hyundai,Santa Fe,2019,77823,Diesel,2.2,Ireland,No,1.0,36995
526,Toyota,Camry,2018,112630,Petrol Hybrid,2.5,Ireland,Unknown country,1.0,23900
527,Peugeot,3008,2023,29000,Diesel,1.5,Ireland,No,1.0,36950
528,BMW,iX1,2024,1,Electric,1.6,Ireland,No,2.0,59175
529,Citroen,C5 Aircross,2023,21049,Diesel,1.5,Ireland,No,2.0,36995
530,BMW,3-Series,2020,126440,Hybrid,2.0,United Kingdom,No,1.0,30990
531,Audi,A1,2017,70999,Petrol,1.0,Ireland,No,1.0,16950
532,Kia,Ceed,2007,191251,Petrol,1.6,Ireland,No,11.0,2800
533,Audi,A3,2020,61959,Petrol,1.5,Ireland,No,1.0,31850
534,Nissan,Qashqai+2,2014,226000,Diesel,1.5,Ireland,No,4.0,5700
535,Audi,A6,2017,139983,Diesel,3.0,Ireland,No,0.0,34900
536,Ford,Kuga,2021,43674,Diesel,1.5,Ireland,No,1.0,0
537,Volkswagen,Jetta,2018,168279,Diesel,2.0,Ireland,No,2.0,16450
538,Audi,S3,2015,134477,Petrol,2.0,Ireland,No,4.0,26950
539,Toyota,Sienta,2018,117491,Hybrid,1.5,Ireland,No,2.0,17950
540,Volkswagen,Golf,2011,255831,Diesel,1.6,Ireland,UK,4.0,6795
541,SEAT,Ateca,2020,134200,Diesel,2.0,Ireland,No,2.0,26950
542,Volkswagen,Golf,2012,254222,Diesel,1.6,Ireland,UK,1.0,6850
544,Audi,A6,2011,318000,Diesel,2.0,Ireland,UK,5.0,5500
545,Toyota,Hilux,2014,321800,Diesel,2.5,Ireland,UK,3.0,12000
546,Toyota,Corolla,2017,119800,Diesel,1.4,Ireland,No,3.0,13500
547,Hyundai,Tucson,2017,153795,Diesel,1.7,Northern Ireland,No,1.0,18450
548,Ford,S-MAX,2010,236523,Diesel,2.0,Ireland,UK,1.0,1950
549,BMW,5-Series,2017,180028,Diesel,2.0,Ireland,No,5.0,29950
550,Fiat,500,2015,92054,Petrol,1.2,Ireland,No,3.0,10950
551,Vauxhall,Astra,2015,168945,Diesel,1.6,Ireland,UK,1.0,7500
552,Opel,Mokka,2013,255000,Diesel,1.7,Ireland,No,2.0,5999
553,Peugeot,5008,2021,160500,Diesel,1.5,Ireland,No,1.0,30900
554,Renault,Megane,2010,181012,Petrol,2.0,Ireland,UK,5.0,3250
555,Kia,Sorento,2016,198888,Diesel,2.2,Ireland,No,2.0,21795
556,Audi,Q3,2018,63234,Petrol,1.4,Ireland,No,2.0,26995
557,BMW,3-Series,2017,150000,Diesel,2.0,Ireland,UK,2.0,8250
558,Mercedes-Benz,GLA-Class,2016,96503,Diesel,2.1,Ireland,No,4.0,23950
559,BMW,3-Series,2012,218000,Diesel,2.0,Ireland,UK,7.0,7000
560,Toyota,Yaris,2015,79122,Petrol,1.0,Ireland,No,1.0,11900
561,Volkswagen,Golf,2015,87268,Petrol,1.2,Ireland,Unknown country,1.0,14449
562,BMW,X5,2015,209170,Diesel,2.0,Ireland,No,3.0,25000
563,Toyota,Yaris,2022,767,Petrol,1.0,Ireland,No,2.0,20950
564,Renault,Kadjar,2019,61028,Petrol,1.3,Ireland,No,2.0,18900
565,Nissan,Qashqai,2019,109260,Diesel,1.5,Ireland,N. Ireland,1.0,18950
566,Hyundai,KONA,2020,60000,Electric,1.6,Ireland,No,1.0,25950
567,Nissan,Serena,2017,89999,Hybrid,2.0,Ireland,No,2.0,20950
568,Volkswagen,Golf,2015,144000,Petrol,1.2,Ireland,No,5.0,13999
569,Volkswagen,T-Roc,2024,7,Diesel,2.0,Ireland,No,2.0,40050
570,Volvo,XC60,2015,148083,Diesel,2.0,Ireland,No,2.0,17995
571,Nissan,Qashqai+2,2011,246177,Diesel,1.5,Ireland,UK,3.0,5195
572,Volkswagen,Golf,2015,108963,Petrol,2.0,Ireland,UK,1.0,24500
573,Nissan,Note,2017,151896,Petrol Hybrid,1.2,Ireland,Unknown country,2.0,11950
574,Audi,A3,2014,92000,Petrol,1.4,Ireland,Unknown,0.0,15000
576,Nissan,Qashqai,2017,44500,Petrol,1.2,Ireland,No,4.0,16950
577,Volkswagen,Jetta,2018,124000,Diesel,2.0,Ireland,No,2.0,20495
578,Mercedes-Benz,E-Class,2015,179000,Diesel,2.1,Ireland,No,4.0,16450
579,Volkswagen,Golf,2014,88640,Petrol,1.4,Ireland,No,1.0,15950
580,Ford,Fiesta,2016,176988,Petrol,1.0,Ireland,No,1.0,8750
581,Hyundai,Tucson,2023,11085,Diesel,1.6,Ireland,No,1.0,38975
582,Nissan,Qashqai,2010,253418,Diesel,1.5,Ireland,N. Ireland,5.0,4999
583,Ford,EcoSport,2023,4854,Petrol,1.0,Northern Ireland,No,2.0,21047
585,Volkswagen,Beetle,2013,103531,Petrol,1.2,Ireland,Unknown country,1.0,12950
586,Nissan,Qashqai,2023,6805,Petrol,1.5,Ireland,No,1.0,42995
587,Ford,Focus,2017,132173,Diesel,1.5,Ireland,No,2.0,15800
588,BMW,5-Series,2013,257440,Diesel,2.0,Ireland,Unknown,3.0,11450
589,Renault,Clio,2017,42,Petrol,1.1,Ireland,No,3.0,11295
590,Suzuki,Swift,2014,125813,Petrol,1.2,Ireland,Unknown country,2.0,9500
591,Audi,A1,2013,154000,Diesel,1.6,Ireland,No,2.0,8000
592,Citroen,C3,2017,45998,Petrol,1.2,Ireland,Unknown country,2.0,12750
593,Renault,Captur,2013,146131,Petrol,1.0,Ireland,N. Ireland,1.0,8699
594,Toyota,Yaris,2007,171500,Petrol,1.0,Ireland,No,4.0,3950
595,Audi,A4,2012,342717,Diesel,2.0,Ireland,UK,5.0,8750
596,Mitsubishi,Pajero,2014,385000,Diesel,3.2,Ireland,No,8.0,12000
597,Mercedes-Benz,CLA-Class,2019,49089,Petrol,1.6,Ireland,No,2.0,28950
598,Toyota,Yaris,2003,230087,Petrol,1.3,Ireland,No,3.0,1250
599,Ford,Focus,2009,323409,Diesel,1.6,Ireland,UK,8.0,2700
600,Toyota,Corolla,2017,153227,Diesel,1.4,Ireland,No,2.0,15500
601,Nissan,Pulsar,2016,52344,Petrol,1.2,Ireland,No,1.0,12950
603,Audi,A3,2016,157976,Diesel,1.6,Ireland,No,3.0,16950
604,Volkswagen,Tiguan,2018,41834,Petrol,1.4,Ireland,No,1.0,28900
605,Opel,Corsa,2012,219985,Petrol,1.2,Ireland,No,2.0,4200
606,Opel,Astra,2016,74700,Diesel,1.6,Ireland,No,2.0,11900
607,BMW,X1,2019,119824,Diesel,2.0,Ireland,No,2.0,33900
608,Mercedes-Benz,SLK-Class,2006,265485,Petrol,1.8,Ireland,No,5.0,4950
609,BMW,5-Series,2016,207000,Diesel,2.0,Ireland,No,4.0,16000
610,Opel,Grandland X,2021,56500,Diesel,1.5,Ireland,No,1.0,25800
612,Ford,KA,2010,177000,Petrol,1.2,Ireland,No,8.0,3200
613,Peugeot,3008,2019,68963,Petrol,1.2,Ireland,No,2.0,25990
614,Volkswagen,Passat,2011,336872,Diesel,1.6,Ireland,No,3.0,4250
615,Volkswagen,Golf,2021,43466,Petrol Plug-in Hybrid,1.4,Ireland,N. Ireland,1.0,37950
616,Nissan,Qashqai,2015,232451,Diesel,1.5,Ireland,No,3.0,9995
617,Volkswagen,Taigo,2022,44143,Petrol,1.0,Ireland,No,1.0,24700
618,Toyota,RAV4,2023,10,Hybrid,2.5,Ireland,No,1.0,48000
619,Peugeot,208,2015,181455,Petrol,1.6,Ireland,UK,2.0,9950
620,Honda,VEZEL,2017,127706,Petrol Hybrid,1.5,Ireland,Unknown,1.0,19950
621,Ford,Puma,2021,18837,Petrol Hybrid,1.0,Ireland,No,2.0,27575
622,BMW,5-Series,2018,134004,Diesel,3.0,Ireland,UK,1.0,39950
623,Vauxhall,Insignia,2010,288666,Diesel,2.0,Ireland,N. Ireland,2.0,3250
625,Honda,Jazz,2003,1,Petrol,1.3,Ireland,No,3.0,1450
628,Kia,Sorento,2019,120000,Diesel,2.2,Ireland,No,1.0,34900
629,Ford,Focus,2018,86886,Petrol,1.0,Northern Ireland,No,2.0,16500
630,BMW,5-Series,2013,191270,Diesel,2.0,Ireland,No,5.0,11995
631,Porsche,Cayenne,2012,138310,Diesel,3.0,Ireland,N. Ireland,2.0,29950
632,Audi,A3,2015,66963,Petrol,1.4,Ireland,No,2.0,16950
633,BMW,5-Series,2023,4559,Petrol,2.0,Ireland,No,1.0,75950
634,BMW,5-Series,2015,172163,Diesel,2.0,Ireland,No,3.0,15945
635,Volkswagen,Polo,2005,133171,Petrol,1.4,Ireland,UK,6.0,1250
636,Renault,Clio,2010,173772,Petrol,1.1,Ireland,UK,1.0,3999
637,Honda,GRACE,2018,116974,Hybrid,1.5,Ireland,No,2.0,18950
638,Volvo,V40,2013,234914,Diesel,1.6,Ireland,UK,2.0,8995
639,Nissan,Note,2007,181817,Petrol,1.4,Ireland,No,3.0,800
640,Hyundai,Accent,2007,320111,Petrol,1.4,Ireland,No,3.0,2250
641,Skoda,KAMIQ,2022,19000,Petrol,1.0,Ireland,No,1.0,24900
642,Mercedes-Benz,E-Class,2019,33000,Petrol,2.0,Ireland,No,1.0,41495
643,Hyundai,Tucson,2021,38999,Diesel,1.6,Ireland,No,1.0,29950
644,Kia,Sportage,2013,190000,Diesel,2.0,Ireland,No,3.0,11950
645,Toyota,Yaris,2016,54000,Petrol,1.0,Ireland,No,3.0,13950
646,Nissan,Juke,2011,333177,Petrol,1.6,Ireland,No,2.0,3750
647,Skoda,Superb,2021,75047,Diesel,2.0,Ireland,No,1.0,34750
648,Hyundai,IONIQ,2017,46010,Electric,1.6,Ireland,UK,1.0,13499
649,Mazda,6,2007,273530,Petrol,2.0,Ireland,No,2.0,1995
650,BMW,2-Series,2021,21848,Petrol,1.5,United Kingdom,No,1.0,33888
651,Dacia,Duster,2017,167999,Diesel,1.5,Ireland,No,1.0,10950
652,Mercedes-Benz,E-Class,2016,161000,Diesel,2.1,Ireland,UK,2.0,20250
653,Kia,Optima,2017,143000,Diesel,1.7,Ireland,No,2.0,15250
654,Renault,Arkana,2023,6985,Petrol,1.3,Ireland,No,1.0,33400
655,Fiat,Doblo,2017,120212,Diesel,1.2,Ireland,No,2.0,8900
656,BMW,5-Series,2019,86886,Diesel,2.0,United Kingdom,No,2.0,26000
657,Toyota,Prius,2020,98954,Hybrid,1.8,Ireland,No,2.0,21950
658,Volkswagen,Golf,1980,107803,Diesel,1.5,Ireland,No,1.0,2000
659,Subaru,Impreza,2005,193080,Petrol,2.0,Ireland,UK,3.0,24900
660,Skoda,Superb,2020,139962,Diesel,2.0,United Kingdom,No,1.0,27995
661,Volkswagen,Golf,2012,155719,Petrol,1.2,Ireland,No,1.0,9750
662,Volkswagen,Taigo,2024,4,Petrol,1.0,Ireland,No,2.0,31995
663,Renault,Captur,2017,138374,Diesel,1.5,Ireland,Unknown,1.0,12850
664,BMW,3-Series,2018,133547,Petrol Plug-in Hybrid,2.0,Ireland,UK,1.0,25950
665,Skoda,Octavia,2021,51560,Petrol,1.0,Ireland,No,1.0,26450
666,Kia,Ceed,2012,275139,Diesel,1.6,Ireland,Unknown country,4.0,2000
667,Peugeot,5008,2021,35193,Diesel,1.5,Ireland,No,1.0,37900
668,Kia,Sportage,2020,105999,Diesel Hybrid,1.6,Ireland,No,3.0,28900
670,Ford,Fiesta,2013,193458,Diesel,1.5,Ireland,UK,1.0,5950
671,Mazda,6,2014,144742,Diesel,2.2,Ireland,No,1.0,7950
672,Audi,Q3,2015,78841,Petrol,1.4,Ireland,No,1.0,19900
673,Volkswagen,Polo,2023,14801,Petrol,1.0,Ireland,No,1.0,22995
674,Mercedes-Benz,GLE-Class,2016,137811,Petrol Plug-in Hybrid,3.0,Ireland,UK,1.0,37995
675,Honda,Fit,2017,82627,Petrol Hybrid,1.5,Ireland,Unknown country,1.0,13950
676,Toyota,Corolla,2005,292000,Petrol,1.4,Ireland,No,4.0,1250
677,Volkswagen,T-CROSS,2020,22750,Petrol,1.0,Ireland,No,1.0,24995
678,Volkswagen,Golf,2020,159291,Diesel,1.6,United Kingdom,No,1.0,19950
679,Vauxhall,Astra,2008,264198,Petrol,1.4,Ireland,UK,2.0,2550
680,Peugeot,3008,2020,35588,Diesel,1.5,Ireland,No,1.0,27995
681,Nissan,Qashqai,2023,24929,Petrol,1.5,Ireland,No,2.0,38495
682,Citroen,Grand C4 Picasso,2010,208293,Diesel,1.6,Ireland,UK,4.0,2600
683,Volkswagen,Golf,2017,147335,Diesel,1.6,Ireland,UK,2.0,15950
684,Nissan,Note,2017,128691,Hybrid,1.2,Ireland,No,2.0,12950
685,Renault,Megane,2017,62999,Diesel,1.5,Ireland,No,2.0,15950
686,Volkswagen,Golf,2020,44000,Diesel,2.0,Ireland,No,1.0,28950
687,Audi,A4,2021,61209,Diesel,2.0,Ireland,No,2.0,38995
688,Toyota,Aqua,2015,101000,Petrol Hybrid,1.5,Ireland,Unknown country,2.0,8995
689,Audi,e-tron,2021,69913,Electric,1.6,Ireland,No,2.0,39975
690,Volkswagen,Polo,2023,8999,Petrol,1.0,Ireland,No,1.0,25995
